id,title,year,include,reason,reviewer
https://openalex.org/W2896252141,The Moral Machine experiment,2018,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4386143024,"A study on ChatGPT for Industry 4.0: Background, potentials, challenges, and eventualities",2023,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W4391713912,The current state of artificial intelligence generative language models is more creative than humans,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4385246972,The Utility of Language Models in Cardiology: A Narrative Review of the Benefits and Concerns of Cha,2023,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W4391322710,The persuasive effects of political microtargeting in the age of generative artificial intelligence,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4313057149,Recent Applications of Artificial Intelligence for Sustainable Development in Smart Cities,2022,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4392607660,Can Large Language Models Assess Personality From Asynchronous Video Interviews? A Comprehensive Eva,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4403745294,Intelligent agriculture: deep learning in UAV-based remote sensing imagery for crop diseases and pes,2024,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3007945801,Machine learning methods for microbiome studies,2020,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2793717674,Stereotypes or golden rules? Exploring likable voice traits of social robots as active aging compani,2018,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W2787145221,Multi-attention Recurrent Network for Human Communication Comprehension,2018,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3092071453,Deep neural networks detect suicide risk from textual facebook posts,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2980464951,Integration of textual cues for fine-grained image captioning using deep CNN and LSTM,2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4385384040,Multiple Aspects of Artificial Intelligence,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4226219992,Conversational Intelligent Tutoring Systems: The State of the Art,2022,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4403759060,AI Knows You: Deep Learning Model for Prediction of Extroversion Personality Trait,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2996929177,It’s not Magic After All – Machine Learning in Snap! using Reinforcement Learning,2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3088470122,"Rejecting impulsivity as a psychological construct: A theoretical, empirical, and sociocultural argu",2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4402035364,From literacy to learning: The sequential mediation of attitudes and enjoyment in AI-assisted EFL ed,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4389438760,Toward explainable AI (XAI) for mental health detection based on language behavior,2023,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W4388890922,Reinforcement Learning With LLMs Interaction For Distributed Diffusion Model Services,2023,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W4391212365,Assessing and Understanding Creativity in Large Language Models,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2517409904,Anatomy and Utilities of an Artificial Intelligence Conversational Entity,2015,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4387534155,Estimating the Personality of White-Box Language Models,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4400777004,AI in Marketing,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W789477479,Parallel Recursive Deep Model for Sentiment Analysis,2015,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2775749895,Neural Network Methods for Natural Language Processing,2017,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4388636839,Genetic Discovery Enabled by A Large Language Model,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3185979324,Text to Image Generation using GAN,2021,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4385332307,A Multi-Strategy Computer-Assisted EFL Writing Learning System With Deep Learning Incorporated and I,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4381988571,New possibilities for medical support systems utilizing artificial intelligence (AI) and data platfo,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4389681782,Assessment of the bias of artificial intelligence generated images and large language models on thei,2023,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W4295927380,Deep Ensemble Fake News Detection Model Using Sequential Deep Learning Technique,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2911663376,A benchmark dataset of herbarium specimen images with label data,2019,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4400745664,From facial expressions to algorithms: a narrative review of animal pain recognition technologies,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W1976027177,"Individual differences in incidental language learning: Phonological working memory, learning styles",2015,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2621241666,HumIDIFy: A Tool for Hidden Functionality Detection in Firmware,2017,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4390307196,Can ChatGPT Read Who You Are?,2023,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W2399560256,Do we criticise (and laugh) in the same way? automatic detection of multi-lingual satirical news in ,2015,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2397808841,A Cross-Cultural Validation of the Implicit Positive and Negative Affect Test (IPANAT),2016,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2765627726,Why some behaviors spread while others don’t: A laboratory simulation of dialect contact,2017,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4387322991,Who is ChatGPT? Benchmarking LLMs' Psychological Portrayal Using PsychoBench,2023,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W4386862086,Artificial Intelligence is More Creative Than Humans: A Cognitive Science Perspective on the Current,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4392575569,Human vs. Machine: Behavioral Differences Between Expert Humans and Language Models in Wargame Simul,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4317765831,Household Social Robots − Special Issues Relating to Data Protection,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4377003695,Multiplicity as an AI Governance Principle,2023,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W3137590321,Assessment for learning: The missing element for identifying high potential in low income and minori,2021,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4402955145,Empirical evidence of Large Language Model's influence on human spoken communication,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4389294437,Validity Arguments for Automated Essay Scoring of Young Students’ Writing Traits,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4285276063,Towards Augmented Financial Intelligence,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3198802556,On the Transferability of Pre-trained Language Models: A Study from Artificial Datasets,2022,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4386121403,A novel approach to attention mechanism using kernel functions: Kerformer,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4401833412,Human resource managers’ perceptions on the impact of AI on the South African workforce,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2990301332,The Evolution of Functional Traits in Plants: Is the Giant Still Sleeping?,2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4386475999,Neuromorphic Sentiment Analysis Using Spiking Neural Networks,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2896856995,Root traits of herbaceous crops: Pre‐adaptation to cultivation or evolution under domestication?,2018,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4391335181,Under the Surface: Tracking the Artifactuality of LLM-Generated Data,2024,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W2930842027,A Machine Learning Approach for the Automatic Classification of Schizophrenic Discourse,2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2972641130,Natural Language Understanding and Cognitive Robotics,2019,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4409955995,AI-driven autonomous interactive English learning language tutoring system,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4401487159,The Impact of Generative Artificial Intelligence on the External Review of Scientific Manuscripts an,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2991035533,Prediction Of Personality Traits From Videos By Using Machine Learning Algorithms,2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2774537039,Functional traits in agroecology: Advancing description and prediction in agroecosystems,2017,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4396600913,PANGeA: Procedural Artificial Narrative using Generative AI for Turn-Based Video Games,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3025282381,Genome‐based prediction of Bayesian linear and non‐linear regression models for ordinal data,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2973167401,AI-Powered Robots for Libraries: Exploratory Questions,2017,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4361758130,Improving Health Care Services via Personalized Medicine,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3165557203,Progress in autism research requires several recognition‐definition‐investigation cycles,2021,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2503840361,The major synthetic evolutionary transitions,2016,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4360985288,Do GPT Language Models Suffer From Split Personality Disorder? The Advent Of Substrate-Free Psychome,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4367050822,Artificial intelligence in hybrid and information warfare,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
